LSC,EC,St#,Street Name,Abbr,Dir,Municipality,Community,List Price,Type,Style,BR,(+),Wr,Fam,Kit,Gar Type,(A/C),Heat,Contract Date ,List Brokerage,Co-Op Brokerage,CB Com,MLS #
New,,20 Daniel Cozens Crt,,,,Toronto C07,Newtonbrook West,"$3,589,000",Detached,2-Storey,5,1,7,Y,1,Built-In,Central Air,Gas,11/23/2021,"JDL REALTY INC.,...",905-731-2266,2.5% Net O...,C5439270
New,,189 Glenview Ave,,,,Toronto C04,Lawrence Park South,"$3,599,000",Detached,2-Storey,4,1,5,Y,1,Built-In,Central Air,Gas,12/11/2021,"JDL REALTY INC.,...",905-731-2266,2 . 5 % + ...,C5454063
New,,43 Wanless Cres,,,,Toronto C04,Lawrence Park South,"$3,600,000",Detached,2-Storey,4,1,6,Y,1,Built-In,Central Air,Gas,1/10/2022,CHESTNUT PARK RE...,416-925-9191,2.5% + Hst,C5468825
New,,26 Granite St,,,,Toronto C06,Clanton Park,"$3,668,000",Detached,2-Storey,4,1,6,Y,1,Attached,Central Air,Gas,12/1/2021,RIGHT AT HOME RE...,416-391-3232,2.5% + Hst,C5445869
New,,37 Alvin Ave,,,,Toronto C09,Rosedale-Moore Park,"$3,699,000",Detached,3-Storey,2,,4,N,1,None,Central Air,Gas,12/2/2021,HARVEY KALLES RE...,416-441-2888,2.50%,C5447532
New,,22 Lytton Blvd,,,,Toronto C04,Lawrence Park South,"$3,750,000",Detached,2-Storey,5,,4,Y,1,None,Central Air,Gas,10/15/2021,SAGE REAL ESTATE...,416-483-8000,2.5%+ Hst,C5403306
New,,37 Glenborough Park Crescent,,,,Toronto C07,Newtonbrook West,"$3,799,000",Detached,2-Storey,5,1,7,Y,1,Built-In,Central Air,Gas,1/5/2022,RIGHT AT HOME RE...,905-695-7888,2.5%+Hst,C5464365
New,,667 Manning Ave,,,,Toronto C02,Annex,"$3,800,000",Semi-Detached,3-Storey,9,6,8,N,4,Attached,Central Air,Gas,12/6/2021,RE/MAX ULTIMATE ...,416-487-5131,2.50%,C5451937
New,,33 Lonsdale Rd,,,,Toronto C02,Yonge-St. Clair,"$3,895,000",Semi-Detached,2-Storey,4,,5,Y,1,Built-In,Central Air,Gas,11/30/2021,ROYAL LEPAGE REA...,416-424-4910,2.5% + Hst,C5445311
New,,106 Belmont St,,,,Toronto C02,Annex,"$3,988,888",Detached,3-Storey,3,1,3,N,1,Built-In,Central Air,Gas,10/18/2021,HARVEY KALLES RE...,416-441-2888,2.50%,C5405449
New,,732/734 Avenue Rd,,,,Toronto C03,Forest Hill South,"$3,995,000",Duplex,2-Storey,8,,4,N,4,Detached,None,Gas,12/6/2021,RE/MAX REALTRON ...,416-223-1818,2.5% Plus ...,C5450365
New,,20 Kilbarry Rd,,,,Toronto C02,Yonge-St. Clair,"$3,995,000",Detached,3-Storey,5,2,7,Y,1,Detached,Central Air,Gas,1/10/2022,SOTHEBY`S INTERN...,416-960-9995,2.5% + Hst,C5468288
New,,1057-59 Bathurst St,,,,Toronto C02,Annex,"$3,998,000",Semi-Detached,2-Storey,4,4,3,N,1,None,None,Gas,12/1/2021,ROYAL LEPAGE REA...,416-239-1871,2.50%,C5446547
New,,124 Kendal Ave,,,,Toronto C02,Annex,"$4,200,000",Detached,3-Storey,6,3,6,Y,4,Detached,Central Air,Gas,12/31/2021,HOMELIFE BEST CH...,416-590-2888,2.5%+Hst,C5462364
New,,111 Clanton Park Rd,,,,Toronto C06,Clanton Park,"$4,250,000",Detached,2 1/2 Storey,8,,4,Y,1,Built-In,Central Air,Gas,9/17/2021,INTERCITY REALTY...,416-798-7070,2.50%,C5374953
New,,40 Rykert Cres,,,,Toronto C11,Leaside,"$4,289,000",Detached,2-Storey,5,,4,Y,1,Built-In,Central Air,Gas,1/11/2022,HARVEY KALLES RE...,416-441-2888,2.5% + Hst,C5469418
New,,8 Britain St,,,,Toronto C08,Moss Park,"$4,295,000",Multiplex,Other,4,,4,Y,3,Attached,Other,Gas,9/23/2021,KELLER WILLIAMS ...,416-465-4545,2%,C5381286
New,,421 Eglinton Ave E,,,,Toronto C10,Mount Pleasant East,"$4,299,999",Detached,2 1/2 Storey,2,3,4,Y,1,Built-In,Central Air,Gas,9/29/2021,PG DIRECT REALTY...,877-709-0027,$1 By Sell...,C5386598
New,,21 Glen Edyth Dr,,,,Toronto C02,Casa Loma,"$4,388,000",Detached,2-Storey,4,,5,Y,1,Attached,Central Air,Gas,1/5/2022,HARVEY KALLES RE...,416-441-2888,2.50%,C5464869
New,,46 Shaftesbury Ave,,,,Toronto C09,Rosedale-Moore Park,"$4,388,000",Semi-Detached,3-Storey,3,1,4,Y,1,Other,Central Air,Gas,1/10/2022,MILBORNE REAL ES...,416-928-9998,2.5% Plus ...,C5468100
New,,93 Spadina Rd,,,,Toronto C02,Annex,"$4,389,900",Multiplex,3-Storey,2,,16,N,8,None,Wall Unit,Electric,11/22/2021,RE/MAX REAL ESTA...,647-259-8806,2.50%,C5438864
New,,49 Montclair Ave,,,,Toronto C03,Forest Hill South,"$4,495,000",Detached,3-Storey,4,,5,Y,1,None,Central Air,Gas,11/9/2021,ROYAL LEPAGE MAX...,416-324-2626,2.5% + Hst,C5426849
New,,165 St Clair Ave E,,,,Toronto C09,Rosedale-Moore Park,"$4,680,000",Multiplex,3-Storey,9,7,10,N,4,Detached,Central Air,Gas,12/7/2021,CENTURY 21 ATRIA...,905-883-1988,2.5% - $36...,C5450653
New,,216 Glencairn Ave,,,,Toronto C04,Lawrence Park South,"$4,800,000",Detached,2-Storey,4,1,3,Y,1,Detached,Central Air,Gas,1/4/2022,ROYAL LEPAGE/J &...,416-489-2121,2.5% + H.S...,C5464270
New,,1563 Bathurst St,,,,Toronto C03,Forest Hill South,"$4,880,000",Triplex,2-Storey,6,2,4,N,1,Attached,Central Air,Gas,11/19/2021,HOMELIFE NEW WOR...,416-490-1177,2.5% Plus ...,C5437218
New,,115 Walnut Ave,,,,Toronto C01,Niagara,"$4,985,000",Detached,3-Storey,3,,3,N,2,None,Central Air,Gas,9/15/2021,RIGHT AT HOME RE...,416-391-3232,2.50%,C5370912
New,,9 Humewood Dr,,,,Toronto C03,Humewood-Cedarvale,"$4,985,000",Detached,3-Storey,8,4,6,N,6,None,None,Gas,11/24/2021,RE/MAX WEST REAL...,416-760-0600,2.5% + H.S...,C5440914
New,,128 Spadina Rd,,,,Toronto C02,Annex,"$5,280,000",Multiplex,Other,9,4,6,Y,4,Detached,Central Air,Gas,12/7/2021,CENTURY 21 ATRIA...,905-883-1988,2.5% -360 ...,C5450639
New,,146 Bedford Rd,,,,Toronto C02,Annex,"$5,379,000",Detached,3-Storey,4,1,5,Y,1,None,Central Air,Gas,1/10/2022,FOREST HILL REAL...,416-488-2875,2.50%,C5468779
New,,132A Balmoral Ave,,,,Toronto C02,Yonge-St. Clair,"$5,388,000",Detached,3-Storey,4,,4,Y,1,Built-In,Central Air,Gas,1/6/2022,SOTHEBY`S INTERN...,416-960-9995,2.5% + Hst,C5466310
New,,523 Vesta Dr,,,,Toronto C03,Forest Hill South,"$5,399,888",Detached,2-Storey,4,1,7,Y,1,Built-In,Central Air,Gas,10/31/2021,RE/MAX HALLMARK ...,905-833-0111,2.50%,C5418302
New,,905 Queen St W,,,,Toronto C01,Trinity-Bellwoods,"$5,500,000",Detached,2-Storey,1,,4,Y,1,Other,Central Air,Gas,10/21/2021,RE/MAX HALLMARK ...,905-727-1941,2.50%,C5409391
New,,700 Bathurst St,,,,Toronto C01,Palmerston-Little Italy,"$5,890,000",Detached,3-Storey,6,2,11,Y,4,Detached,Wall Unit,Gas,11/27/2021,REAL ONE REALTY ...,905-597-8511,2.5% Of Th...,C5443973
New,,11 Lamport Ave,,,,Toronto C09,Rosedale-Moore Park,"$5,900,000",Detached,2-Storey,5,,4,Y,1,Detached,Central Air,Gas,1/11/2022,ROYAL LEPAGE REA...,416-424-4910,2.5% + Hst,C5469479
New,,68 Dawlish Ave,,,,Toronto C04,Lawrence Park South,"$6,495,000",Detached,2-Storey,4,1,6,Y,1,Built-In,Central Air,Gas,1/11/2022,HARVEY KALLES RE...,416-441-2888,2.50%,C5469218
New,,470 Russell Hill Rd,,,,Toronto C03,Forest Hill South,"$6,995,000",Detached,3-Storey,5,1,5,Y,1,Detached,Central Air,Gas,10/20/2021,FOREST HILL REAL...,416-975-5588,2.5% + Hst,C5407936
New,,16 Ardmore Rd,,,,Toronto C03,Forest Hill South,"$7,280,000",Detached,2-Storey,4,,7,Y,1,Built-In,Central Air,Gas,9/10/2021,MANORLEAD GROUP ...,416-613-8568,2.5,C5367129
New,,276 Sterling Rd,,,,Toronto C01,Dufferin Grove,"$7,500,000",Other,Other,,,0,,,None,,,10/25/2021,HIGH POINT REALT...,416-480-1606,2%,C5412865
New,,246 Inglewood Dr,,,,Toronto C09,Rosedale-Moore Park,"$7,500,000",Detached,2-Storey,4,1,6,Y,1,Attached,Central Air,Gas,11/23/2021,ROYAL LEPAGE REA...,416-424-4910,2.5% + Hst,C5439898
New,,370 Glencairn Ave,,,,Toronto C04,Lawrence Park South,"$7,799,000",Detached,2-Storey,4,2,7,Y,1,Built-In,Central Air,Gas,1/6/2022,FOREST HILL REAL...,416-785-1500,2.50%,C5465717
New,,215 Forest Hill Rd,,,,Toronto C03,Forest Hill South,"$8,488,000",Detached,2-Storey,3,2,5,Y,1,Built-In,Central Air,Gas,1/4/2022,ROYAL LEPAGE/J &...,416-489-2121,2.5% + H.S...,C5464247
New,,208 Dunvegan Rd,,,,Toronto C03,Forest Hill South,"$8,998,800",Detached,3-Storey,5,1,7,Y,1,Built-In,Central Air,Gas,1/10/2022,FOREST HILL REAL...,416-488-2875,2.50%,C5468316
New,,103 Lytton Blvd,,,,Toronto C04,Lawrence Park South,"$10,900,000",Detached,3-Storey,5,2,7,Y,1,Built-In,Central Air,Gas,9/2/2021,RE/MAX REALTRON ...,416-431-9200,2% + Hst,C5357810
New,,16 Forest Hill Rd,,,,Toronto C02,Casa Loma,"$14,380,000",Detached,3-Storey,5,1,10,Y,1,Built-In,Central Air,Gas,11/11/2021,RE/MAX REALTRON ...,416-431-9200,2.5%+Hst,C5429411
New,,457 Richmond St E,,,,Toronto C08,Moss Park,"$39,999,990",Semi-Detached,3-Storey,4,,4,Y,2,None,None,Gas,11/1/2021,RED TIGER REALTY...,416-831-2999,1.5% + Hst,C5420203
New,,1060 Danforth Ave,,,,Toronto E03,Danforth,"$49,999",Vacant Land,Other,0,,0,N,0,None,None,Other,11/22/2021,ROYAL LEPAGE MAX...,416-324-2626,5% + Hst,E5439036
New,,95 Durant Ave,,,,Toronto E03,Danforth Village-East York,"$799,000",Detached,Bungalow,2,,2,Y,1,Attached,Wall Unit,Gas,1/6/2022,RE/MAX REAL ESTA...,905-333-3500,2.5%+Hst,E5466294
New,,1010 Woodbine Ave,,,,Toronto E03,Danforth,"$799,000",Semi-Detached,2-Storey,3,1,3,N,2,None,Central Air,Gas,1/10/2022,RE/MAX CROSSROAD...,905-305-0505,2.5% + Hst,E5468821
New,,160 Galt Ave,,,,Toronto E01,South Riverdale,"$799,900",Att/Row/Twnhouse,2-Storey,2,,1,N,1,None,Central Air,Gas,10/28/2021,RE/MAX CROSSROAD...,416-491-4002,2.5% Plus ...,E5416004
New,,15 Kintyre Ave,,,,Toronto E01,South Riverdale,"$849,900",Detached,2-Storey,3,,1,N,1,None,Central Air,Gas,1/4/2022,CHESTNUT PARK RE...,416-925-9191,2.50%,E5463447
New,,16 Greenwood Ave,,,,Toronto E01,South Riverdale,"$850,000",Semi-Detached,2-Storey,3,,1,N,1,None,Central Air,Gas,1/12/2022,ROYAL LEPAGE SIG...,416-443-0300,2.5 %,E5470037
New,,53 Puma Dr,,,,Toronto E05,L'Amoreaux,"$888,000",Att/Row/Twnhouse,3-Storey,3,1,5,Y,1,Attached,Central Air,Gas,1/3/2022,HOMELIFE LANDMAR...,905-305-1600,2.5% + Hst,E5463112
New,,31 Niantic Cres,,,,Toronto C13,Parkwoods-Donalda,"$899,000",Semi-Detached,2-Storey,3,1,2,N,1,Built-In,Central Air,Gas,1/7/2022,RE/MAX HALLMARK ...,416-699-9292,2.5% Plus ...,C5466686
New,,5 Pintail Cres,,,,Toronto C13,Parkwoods-Donalda,"$899,900",Semi-Detached,2-Storey,3,1,4,N,1,None,Central Air,Gas,1/7/2022,HOMECOMFORT REAL...,416-278-0848,2.5%-300,C5466701
New,,487 Dawes Rd,,,,Toronto E03,O'Connor-Parkview,"$899,900",Detached,Bungalow,2,1,2,N,1,Detached,Central Air,Gas,1/11/2022,SAGE REAL ESTATE...,416-483-8000,2.5% + Hst,E5469378
New,,1299 Don Mills Rd,,,,Toronto C13,Banbury-Don Mills,"$900,000",Detached,2-Storey,4,,3,Y,1,Attached,None,Other,12/16/2021,"THE AGENCY, BROK...",416-847-5288,2.50%,C5456979
New,,164 Ellington Dr,,,,Toronto E04,Wexford-Maryvale,"$949,900",Detached,Bungalow,3,2,3,Y,1,Built-In,Central Air,Gas,1/5/2022,RE/MAX REALTRON ...,416-289-3333,2.5% + Hst,E5464499
New,,4 Andes Rd,,,,Toronto E05,L'Amoreaux,"$960,000",Semi-Detached,2-Storey,4,,3,N,1,Attached,Central Air,Gas,1/7/2022,CENTURY 21 PERCY...,416-298-8200,2.25%,E5467082
New,,1726 Dundas St E,,,,Toronto E01,Greenwood-Coxwell,"$989,000",Semi-Detached,2-Storey,3,,1,Y,1,None,None,Gas,1/10/2022,ROYAL LEPAGE SIG...,416-443-0300,2.5% + Hst,E5468732
New,,8 Clayland Dr,,,,Toronto C13,Parkwoods-Donalda,"$990,000",Semi-Detached,2-Storey,3,,2,Y,1,None,Central Air,Gas,1/10/2022,CENTURY 21 LEADI...,416-494-4955,2.50%,C5468472
New,,219 Chisholm Ave,,,,Toronto E03,Woodbine-Lumsden,"$995,000",Detached,2-Storey,2,1,2,N,1,None,Central Air,Gas,1/11/2022,CHESTNUT PARK RE...,416-925-9191,2.50%,E5469125
New,,237 Chisholm Ave,,,,Toronto E03,East York,"$998,000",Semi-Detached,2-Storey,3,1,2,Y,1,None,Central Air,Gas,1/11/2022,ROYAL LEPAGE EST...,416-690-2181,2.50%,E5469467
New,,114 Bowhill Cres,,,,Toronto C15,Pleasant View,"$998,800",Semi-Detached,Backsplit 5,4,2,3,Y,1,Built-In,Central Air,Gas,1/11/2022,RED ROSE REALTY ...,416-640-0512,2.5 % Plus...,C5469510
New,,40 Yucatan Rd,,,,Toronto C15,Pleasant View,"$998,800",Semi-Detached,Bungalow-Raised,4,2,2,N,1,Built-In,Central Air,Gas,1/12/2022,ROYAL LEPAGE SIG...,416-443-0300,2.5%- Than...,C5470137
New,,14 Beacon Rd,,,,Toronto E04,Dorset Park,"$998,800",Detached,Bungalow,3,,2,N,1,Attached,Central Air,Gas,1/11/2022,RE/MAX ROUGE RIV...,416-286-3993,2.25%,E5469341
New,,19 Treverton Dr,,,,Toronto E04,Kennedy Park,"$998,900",Detached,Bungalow,3,2,2,N,1,Attached,Central Air,Gas,1/10/2022,HOMELIFE/FUTURE ...,905-201-9977,2.50%,E5468579
New,,32 Cleta Dr,,,,Toronto E04,Kennedy Park,"$999,000",Detached,1 1/2 Storey,3,1,2,N,1,None,Central Air,Gas,1/4/2022,HOMELIFE LANDMAR...,905-305-1600,2.50%,E5463390
New,,311 Kenilworth Ave,,,,Toronto E02,The Beaches,"$999,900",Semi-Detached,2-Storey,2,,1,N,1,Detached,Central Air,Gas,1/3/2022,UNION REALTY BRO...,416-694-2499,2.5% + Hst,E5462919
New,,1352 Pape Ave,,,,Toronto E03,Broadview North,"$999,900",Detached,2-Storey,4,1,2,N,2,None,None,Gas,1/7/2022,FIRST CLASS REAL...,905-604-1010,2.25%+Hst,E5466735
New,,4 Norway Ave,,,,Toronto E02,The Beaches,"$1,000,000",Semi-Detached,2-Storey,2,,2,N,1,None,Central Air,Gas,1/10/2022,RIGHT AT HOME RE...,416-391-3232,2.50%,E5468015
New,,376 O'connor Dr,,,,Toronto E03,East York,"$1,049,000",Detached,Bungalow,0,,0,Y,0,Detached,None,Gas,12/21/2021,CITYSCAPE REAL E...,905-241-2222,2.5% Plus ...,E5459725
New,,91 Cairnside Cres,,,,Toronto C15,Pleasant View,"$1,088,000",Semi-Detached,2-Storey,4,,3,N,1,Carport,Central Air,Gas,1/6/2022,ONE PERCENT REAL...,888-966-3111,0.5% + Hst...,C5465449
New,,131 Allanford Rd,,,,Toronto E05,Tam O'Shanter-Sullivan,"$1,088,000",Detached,Bungalow,3,3,3,N,1,Attached,Central Air,Gas,1/11/2022,HOMELIFE NEW WOR...,416-490-1177,2.50%,E5469047
New,,83 Northey Dr,,,,Toronto C12,St. Andrew-Windfields,"$1,188,000",Semi-Detached,Bungalow,3,1,2,N,1,None,Central Air,Gas,1/11/2022,HOMELIFE/CIMERMA...,416-534-1124,2%,C5469402
New,,82 Redheugh Cres,,,,Toronto E05,Steeles,"$1,188,000",Detached,2-Storey,4,2,3,Y,1,Attached,Central Air,Gas,1/8/2022,ROYAL LEPAGE YOU...,905-940-4180,2.25%,E5467700
New,,68 Redheugh Cres,,,,Toronto E05,Steeles,"$1,188,888",Detached,2-Storey,3,1,3,N,1,Attached,Central Air,Gas,1/11/2022,CENTURY 21 ATRIA...,905-883-1988,2.25%+ Hst,E5469127
New,,51 Frizzell Ave,,,,Toronto E01,Blake-Jones,"$1,189,900",Semi-Detached,2 1/2 Storey,4,,2,N,1,None,Central Air,Gas,1/11/2022,KELLER WILLIAMS ...,416-465-4545,2.50%,E5469853
New,,1299 Don Mills Rd,,,,Toronto C13,Banbury-Don Mills,"$1,199,000",Detached,2-Storey,4,,3,Y,1,Attached,None,Other,12/16/2021,"THE AGENCY, BROK...",416-847-5288,2.50%,C5456978
New,,1239A Woodbine Ave,,,,Toronto E03,Woodbine-Lumsden,"$1,199,900",Store w/Apt/Offc,2-Storey,2,,3,N,1,None,Other,Gas,1/3/2022,EXECUTIVE HOMES ...,905-890-1300,2.50% + Hs...,E5462897
New,,380 Highfield Rd,,,,Toronto E01,Greenwood-Coxwell,"$1,199,950",Semi-Detached,2-Storey,3,1,3,N,3,None,Window Unit,Gas,1/10/2022,RE/MAX PREMIER I...,416-743-2000,2.25% + Hs...,E5468702
New,,409 Mortimer Ave,,,,Toronto E03,Danforth Village-East York,"$1,245,000",Detached,Bungalow,2,2,3,N,1,Detached,Central Air,Oil,11/20/2021,REAL ONE REALTY ...,905-597-8511,2.50%,E5437713
New,,26 Legato Crt,,,,Toronto C13,Banbury-Don Mills,"$1,250,000",Detached,2-Storey,0,,0,Y,1,Attached,Central Air,Gas,12/16/2021,"THE AGENCY, BROK...",416-847-5288,2.50%,C5456984
New,,26 Greylawn Cres,,,,Toronto E04,Wexford-Maryvale,"$1,280,000",Detached,Bungalow,3,,2,N,1,None,Central Air,Gas,12/15/2021,EXCEL-FIRST REAL...,905-470-2260,2.5%-$100M...,E5456167
New,,994 Victoria Park Ave,,,,Toronto E03,Crescent Town,"$1,298,880",Detached,Bungalow,2,2,2,N,2,Attached,Central Air,Gas,12/14/2021,RIGHT AT HOME RE...,905-565-9200,2.5% + Hst,E5455926
New,,525 Kennedy Rd,,,,Toronto E04,Kennedy Park,"$1,299,000",Detached,Bungalow,2,2,2,N,1,Detached,Central Air,Gas,11/8/2021,CENTURY 21 TITAN...,416-289-2155,2.50%,E5427846
New,,527 Kennedy Rd,,,,Toronto E04,Kennedy Park,"$1,299,000",Detached,Bungalow,3,2,2,N,1,Detached,Central Air,Gas,11/8/2021,CENTURY 21 TITAN...,416-289-2155,2.50%,E5427855
New,,75 Longford Cres,,,,Toronto E05,L'Amoreaux,"$1,299,000",Detached,2-Storey,4,3,4,Y,1,Attached,Central Air,Gas,1/9/2022,MANORLEAD GROUP ...,647-613-8568,2.5% + Hst...,E5467770
New,,133 Elmer Ave,,,,Toronto E02,The Beaches,"$1,299,000",Semi-Detached,2-Storey,3,,2,N,1,Detached,Central Air,Gas,1/10/2022,RE/MAX HALLMARK ...,416-699-9292,2.5% + Hst,E5468112
New,,43 Eastwood Rd,,,,Toronto E02,Woodbine Corridor,"$1,379,000",Detached,2 1/2 Storey,4,1,3,N,1,None,None,Gas,1/11/2022,RE/MAX HALLMARK ...,416-699-0303,2.50%,E5469427
New,,811 Queen St E,,,,Toronto E01,South Riverdale,"$1,389,900",Att/Row/Twnhouse,3-Storey,3,,2,N,1,None,Other,Electric,8/13/2021,TRADEWORLD REALT...,416-491-3228,2.5%-$200 ...,E5338786
New,,86/88 Gainsborough Rd,,,,Toronto E02,Woodbine Corridor,"$1,399,900",Semi-Detached,2-Storey,4,1,2,N,2,None,Central Air,Gas,12/13/2021,HARVEY KALLES RE...,416-441-2888,2.50%,E5457148
New,,547 Donlands Ave,,,,Toronto E03,East York,"$1,495,000",Triplex,2-Storey,4,2,3,N,3,None,Central Air,Gas,1/5/2022,ROYAL HERITAGE R...,905-831-2222,2.50%,E5467192
New,,670C Birchmount Rd,,,,Toronto E04,Clairlea-Birchmount,"$1,499,000",Link,2-Storey,4,,4,N,1,Built-In,Central Air,Gas,1/6/2022,RE/MAX ROYAL PRO...,905-554-0101,2.75% + H....,E5465552
New,,90/92 Gainsborough Rd,,,,Toronto E02,Woodbine Corridor,"$1,499,900",Semi-Detached,2-Storey,4,,2,N,2,None,Central Air,Gas,12/13/2021,HARVEY KALLES RE...,416-441-2888,2.50%,E5457019
New,,18 Legato Crt,,,,Toronto C13,Banbury-Don Mills,"$1,550,000",Detached,2-Storey,0,,0,Y,1,Attached,Central Air,Gas,12/16/2021,"THE AGENCY, BROK...",416-847-5288,2.50%,C5456989
New,,529 Pape Ave,,,,Toronto E01,North Riverdale,"$1,550,000",Semi-Detached,2 1/2 Storey,3,1,2,N,1,Detached,Central Air,Gas,1/4/2022,BIG CITY REALTY ...,905-604-7200,2.50%,E5463876
New,,10 Redwood Ave,,,,Toronto E01,Greenwood-Coxwell,"$1,598,800",Duplex,2-Storey,5,,2,Y,2,Built-In,Central Air,Gas,1/5/2022,SOTHEBY`S INTERN...,888-413-0184,2.50%,E5464941
New,,16 Kenneth Ave,,,,Toronto C14,Willowdale East,"$1,599,000",Att/Row/Twnhouse,3-Storey,3,,5,Y,1,Built-In,Central Air,Gas,1/7/2022,HOME STANDARDS B...,905-771-0885,2.5%+Hst,C5466545
New,,338 Willowdale Ave,,,,Toronto C14,Willowdale East,"$1,599,000",Detached,2-Storey,3,1,3,N,1,Carport,Central Air,Gas,1/11/2022,BAY STREET GROUP...,905-909-0101,2.25%,C5469460
New,,351 Sammon Ave,,,,Toronto E03,Danforth Village-East York,"$1,599,000",Detached,2-Storey,3,1,4,Y,1,None,Central Air,Gas,12/22/2021,HOMELIFE LANDMAR...,905-305-1600,2.50%,E5459847
New,,174 Wheeler Ave,,,,Toronto E02,The Beaches,"$1,600,000",Triplex,2-Storey,3,,3,N,3,None,Central Air,Gas,11/19/2021,ROYAL LEPAGE TER...,416-496-9220,2.50%,E5436736
New,,37 Kenneth Wood Cres,,,,Toronto C14,Newtonbrook East,"$1,627,990",Att/Row/Twnhouse,3-Storey,4,,4,Y,1,Built-In,Central Air,Gas,8/13/2021,HOMELIFE LANDMAR...,905-305-1600,2.50%,C5338910
New,,44 Overton Cres,,,,Toronto C13,Banbury-Don Mills,"$1,648,000",Detached,Bungalow,3,1,2,N,1,None,Central Air,Gas,12/1/2021,FOREST HILL REAL...,416-785-1500,2.50%,C5446461
New,,46 Hobart Dr,,,,Toronto C15,Don Valley Village,"$1,650,000",Detached,2-Storey,4,1,3,N,1,Attached,Central Air,Gas,1/5/2022,SUTTON GROUP - S...,905-897-9555,2.5 % + Hs...,C5464746
New,,159 Boultbee Ave,,,,Toronto E01,Blake-Jones,"$1,650,000",Semi-Detached,3-Storey,3,1,5,N,1,None,Central Air,Gas,12/19/2021,WEST-100 METRO V...,905-238-8336,2.50%,E5458781
New,,199 Silver Birch Ave,,,,Toronto E02,The Beaches,"$1,680,000",Semi-Detached,2-Storey,3,,4,Y,1,None,None,Gas,12/29/2021,REAL ONE REALTY ...,905-597-8511,2%,E5461705
New,,185 Steeles Ave E,,,,Toronto C14,Newtonbrook East,"$1,688,000",Detached,1 1/2 Storey,4,2,5,N,3,Detached,Central Air,Gas,12/11/2021,RE/MAX REALTRON ...,416-222-8600,2.50%,C5454115
New,,20 Legato Crt,,,,Toronto C13,Banbury-Don Mills,"$1,698,000",Detached,2-Storey,0,,0,Y,1,Attached,Central Air,Gas,12/16/2021,"THE AGENCY, BROK...",416-847-5288,2.50%,C5456987
New,,52 Mallow Rd Rd,,,,Toronto C13,Banbury-Don Mills,"$1,698,800",Detached,Bungalow,3,2,2,Y,1,Built-In,Central Air,Gas,1/11/2022,CENTURY 21 HERIT...,905-764-7111,2.50%,C5469130
New,,1428 Danforth Ave,,,,Toronto E03,Danforth,"$1,699,000",Other,Other,,,3,,1,None,Other,Gas,11/19/2021,KELLER WILLIAMS ...,905-895-5972,2.5% Plus ...,E5437619
New,,48 Pepler Ave,,,,Toronto E03,East York,"$1,699,000",Detached,2-Storey,4,1,5,Y,1,None,Central Air,Gas,1/10/2022,RE/MAX REALTRON ...,905-898-1211,2.5% + Hst,E5468409
New,,372 Woodbine Ave,,,,Toronto E02,The Beaches,"$1,699,900",Semi-Detached,2 1/2 Storey,5,2,3,N,1,None,Central Air,Gas,11/24/2021,UNION REALTY BRO...,416-694-2499,2.5% + Hst,E5440760
New,,160 Mcnicoll Ave,,,,Toronto C15,Hillcrest Village,"$1,788,000",Detached,Backsplit 4,5,2,5,Y,2,Attached,Central Air,Gas,1/7/2022,CENTURY 21 KING`...,905-940-3428,2.25% + H ...,C5466892
New,,107 Cummer Ave,,,,Toronto C14,Newtonbrook East,"$1,798,000",Detached,Bungalow,3,3,3,Y,1,Attached,Central Air,Gas,10/29/2021,SOLTANIAN REAL E...,416-901-8881,2.5%-$499 ...,C5417376
New,,504 Cosburn Ave,,,,Toronto E03,East York,"$1,799,000",Detached,2-Storey,4,1,3,Y,1,Built-In,Central Air,Gas,11/4/2021,BERKSHIRE HATHAW...,416-504-6133,2.5% Plus ...,E5423498
New,,1564 Queen St E,,,,Toronto E01,Greenwood-Coxwell,"$1,799,000",Multiplex,2-Storey,3,,5,N,4,None,None,Gas,11/18/2021,FOREST HILL REAL...,905-237-7427,2.5%+Hst,E5436958
New,,85 Hollywood Cres,,,,Toronto E02,Woodbine Corridor,"$1,799,000",Detached,3-Storey,4,,3,Y,1,None,Central Air,Gas,1/10/2022,"THE WEIR TEAM, B...",647-351-3313,2.5% +Hst,E5468044
New,,192 Parkview Ave,,,,Toronto C14,Willowdale East,"$1,888,800",Detached,2-Storey,4,2,3,Y,1,None,Central Air,Gas,1/6/2022,RE/MAX REALTRON ...,416-222-8600,2.5% -$49...,C5465952
New,,393 Dudley Ave,,,,Toronto C14,Willowdale East,"$1,888,888",Att/Row/Twnhouse,3-Storey,3,,4,N,1,Built-In,Central Air,Gas,1/4/2022,HOMELIFE NEW WOR...,416-490-1177,2.5%+Hst,C5464375
New,,81 Maxome Ave,,,,Toronto C14,Newtonbrook East,"$1,898,000",Detached,Bungalow,3,,2,Y,1,Attached,None,Gas,1/4/2022,ROYAL LEPAGE GOL...,905-513-8878,3%,C5464124
New,,100 Cresthaven Dr,,,,Toronto C15,Hillcrest Village,"$1,959,000",Detached,Sidesplit 4,3,2,3,Y,1,Attached,Central Air,Gas,1/7/2022,ALPHA OMEGA REAL...,416-494-3337,2.5% + Hst,C5467400
